id;project_id;bid_id;worker_id;unread_employer;unread_worker;total_messages;favorite;last_by;created;created_at
35407224;3162040;26191938;7765009;0;0;1;FALSO;worker;2025-7-9, 19:56;09/07/2025
35407560;3162040;26192145;32423;0;0;1;FALSO;worker;2025-7-9, 20:19;09/07/2025
35411585;3162040;26194846;3855513;6;0;6;FALSO;worker;2025-7-10, 08:51;10/07/2025
35411719;3162040;26194916;6622009;1;0;1;FALSO;worker;2025-7-10, 09:01;10/07/2025
35411944;3162040;26195080;3306085;1;0;1;FALSO;worker;2025-7-10, 09:20;10/07/2025
35412719;3162040;26195588;4610132;1;0;1;FALSO;worker;2025-7-10, 10:12;10/07/2025
35412865;3162040;26195686;5445509;1;0;1;FALSO;worker;2025-7-10, 10:21;10/07/2025
35442260;3162040;26215279;4435704;3;0;3;FALSO;worker;2025-7-12, 21:27;12/07/2025
35450581;3162040;26220809;588724;1;0;1;FALSO;worker;2025-7-14, 01:30;14/07/2025
35457294;3162040;26225454;1626314;1;0;1;FALSO;worker;2025-7-14, 12:48;14/07/2025
35460097;3162040;26227423;8755768;0;0;0;FALSO;worker;2025-7-14, 14:57;14/07/2025
35406577;3162041;26191547;53676;0;0;1;FALSO;worker;2025-7-9, 18:59;09/07/2025
35424802;3162041;26203656;1635096;0;0;2;FALSO;worker;2025-7-11, 03:28;11/07/2025
35406634;3162064;26191583;10432699;0;0;1;FALSO;worker;2025-7-9, 19:03;09/07/2025
35407198;3162064;26191918;7765009;1;0;1;FALSO;worker;2025-7-9, 19:54;09/07/2025
35408951;3162064;26193157;30666;0;0;1;FALSO;worker;2025-7-9, 22:33;09/07/2025
35408961;3162064;26193162;7618930;0;0;1;FALSO;worker;2025-7-9, 22:34;09/07/2025
35411827;3162064;26194994;7320210;0;0;1;FALSO;worker;2025-7-10, 09:11;10/07/2025
35411872;3162064;26195031;4601036;0;0;1;FALSO;worker;2025-7-10, 09:15;10/07/2025
35411882;3162064;26195039;3306085;0;0;2;FALSO;worker;2025-7-10, 09:15;10/07/2025
35412696;3162064;26195572;4610132;0;0;1;FALSO;worker;2025-7-10, 10:10;10/07/2025
35412767;3162064;26195622;5445509;0;0;1;FALSO;worker;2025-7-10, 10:15;10/07/2025
35418059;3162064;26198989;8797289;0;0;1;FALSO;worker;2025-7-10, 15:18;10/07/2025
35457290;3162064;26225450;1626314;0;0;1;FALSO;worker;2025-7-14, 12:48;14/07/2025
35406683;3162069;26191610;2050876;1;0;1;FALSO;worker;2025-7-9, 19:06;09/07/2025
35406732;3162069;26191634;10461647;1;0;1;FALSO;worker;2025-7-9, 19:09;09/07/2025
35406868;3162069;26191719;324717;3;0;7;FALSO;worker;2025-7-9, 19:21;09/07/2025
35406978;3162069;26191765;8804130;1;0;1;FALSO;worker;2025-7-9, 19:29;09/07/2025
35406990;3162069;26191769;812804;1;0;1;FALSO;worker;2025-7-9, 19:29;09/07/2025
35406498;3162069;26191864;4352926;1;0;1;FALSO;worker;2025-7-9, 18:50;09/07/2025
35407193;3162069;26191914;9772555;1;0;1;FALSO;worker;2025-7-9, 19:53;09/07/2025
35407292;3162069;26191988;3504708;1;0;1;FALSO;worker;2025-7-9, 20:02;09/07/2025
35407603;3162069;26192178;6981049;1;0;1;FALSO;worker;2025-7-9, 20:23;09/07/2025
35407696;3162069;26192245;496838;1;0;1;FALSO;worker;2025-7-9, 20:30;09/07/2025
35407818;3162069;26192344;9705031;1;0;1;FALSO;worker;2025-7-9, 20:42;09/07/2025
35408038;3162069;26192508;678320;1;0;1;FALSO;worker;2025-7-9, 21:05;09/07/2025
35408134;3162069;26192597;10501687;1;0;1;FALSO;worker;2025-7-9, 21:17;09/07/2025
35408454;3162069;26192820;9110857;1;0;1;FALSO;worker;2025-7-9, 21:50;09/07/2025
35409276;3162069;26193389;1378023;1;0;1;FALSO;worker;2025-7-9, 23:12;09/07/2025
35409372;3162069;26193461;2233095;1;0;1;FALSO;worker;2025-7-9, 23:20;09/07/2025
35409490;3162069;26193538;4464774;1;0;1;FALSO;worker;2025-7-9, 23:34;09/07/2025
35410377;3162069;26194096;545529;1;0;1;FALSO;worker;2025-7-10, 03:51;10/07/2025
35411621;3162069;26194872;9041311;1;0;1;FALSO;worker;2025-7-10, 08:54;10/07/2025
35412618;3162069;26195524;231205;1;0;1;FALSO;worker;2025-7-10, 10:06;10/07/2025
35413135;3162069;26195821;1959992;1;0;1;FALSO;worker;2025-7-10, 10:33;10/07/2025
35415979;3162069;26197661;5414616;1;0;1;FALSO;worker;2025-7-10, 13:25;10/07/2025
35434762;3162069;26210244;9980487;1;0;1;FALSO;worker;2025-7-11, 20:49;11/07/2025
35407068;3162072;26191826;7784454;0;0;4;FALSO;worker;2025-7-9, 19:39;09/07/2025
35413288;3162075;26195913;2089975;0;0;17;FALSO;worker;2025-7-10, 10:40;10/07/2025
35413325;3162075;26195936;2084401;5;0;63;FALSO;worker;2025-7-10, 10:42;10/07/2025
35418933;3162075;26199607;988824;0;0;5;FALSO;worker;2025-7-10, 16:06;10/07/2025
35422310;3162075;26201946;9992320;0;0;1;FALSO;worker;2025-7-10, 20:13;10/07/2025
35591301;3162075;26316088;10041115;1;0;1;FALSO;worker;2025-7-24, 09:28;24/07/2025
35593678;3162075;26317762;3764254;1;0;1;FALSO;worker;2025-7-24, 11:39;24/07/2025
35407891;3162076;26192390;1138705;0;0;1;FALSO;worker;2025-7-9, 20:48;09/07/2025
35410335;3162076;26194065;7784454;0;0;1;FALSO;worker;2025-7-10, 03:38;10/07/2025
35413071;3162076;26195776;2084401;0;0;16;FALSO;worker;2025-7-10, 10:29;10/07/2025
35414394;3162076;26196634;10584431;0;0;8;FALSO;worker;2025-7-10, 11:47;10/07/2025
35447787;3162076;26218846;5093009;0;0;1;FALSO;worker;2025-7-13, 18:59;13/07/2025
35407213;3162082;26191934;2675433;0;0;2;FALSO;worker;2025-7-9, 19:55;09/07/2025
35408358;3162082;26192754;10459377;0;0;1;FALSO;worker;2025-7-9, 21:41;09/07/2025
35408375;3162082;26192766;2279026;0;0;7;FALSO;worker;2025-7-9, 21:42;09/07/2025
35408436;3162082;26192808;10172591;0;0;1;FALSO;worker;2025-7-9, 21:49;09/07/2025
35419510;3162082;26200026;10265198;4;0;4;FALSO;worker;2025-7-10, 16:41;10/07/2025
35419613;3162082;26200100;8457768;0;0;1;FALSO;worker;2025-7-10, 16:47;10/07/2025
35420016;3162082;26200348;3520623;0;0;1;FALSO;worker;2025-7-10, 17:14;10/07/2025
35423243;3162082;26202608;466769;0;0;1;FALSO;worker;2025-7-10, 21:47;10/07/2025
35426666;3162082;26204881;9365601;0;0;1;FALSO;worker;2025-7-11, 09:57;11/07/2025
35427567;3162082;26205510;506416;0;0;1;FALSO;worker;2025-7-11, 11:05;11/07/2025
35431019;3162082;26207708;8813668;0;0;1;FALSO;worker;2025-7-11, 14:59;11/07/2025
35433551;3162082;26209381;2150228;0;0;1;FALSO;worker;2025-7-11, 18:19;11/07/2025
35414616;3162082;26216148;10552482;0;0;3;FALSO;worker;2025-7-10, 11:58;10/07/2025
35443910;3162082;26216318;8765446;0;0;1;FALSO;worker;2025-7-13, 09:12;13/07/2025
35467771;3162082;26232791;4180886;0;0;1;FALSO;worker;2025-7-14, 23:21;14/07/2025
35468694;3162082;26233419;9396381;0;0;1;FALSO;worker;2025-7-15, 02:09;15/07/2025
35484840;3162082;26244671;10568187;0;0;1;FALSO;worker;2025-7-16, 05:05;16/07/2025
35407108;3162100;26191853;8929853;0;0;3;FALSO;worker;2025-7-9, 19:43;09/07/2025
35407617;3162100;26192187;5295275;0;0;15;FALSO;worker;2025-7-9, 20:24;09/07/2025
35407684;3162100;26192236;7181172;0;0;15;FALSO;worker;2025-7-9, 20:29;09/07/2025
35407790;3162100;26192328;7629635;0;0;1;FALSO;worker;2025-7-9, 20:39;09/07/2025
35408385;3162100;26192773;2815362;0;0;2;FALSO;worker;2025-7-9, 21:43;09/07/2025
35409003;3162100;26193190;9994288;0;0;1;FALSO;worker;2025-7-9, 22:39;09/07/2025
35411762;3162100;26194943;1307845;0;0;1;FALSO;worker;2025-7-10, 09:05;10/07/2025
35412241;3162100;26195287;2541027;0;0;1;FALSO;worker;2025-7-10, 09:39;10/07/2025
35413292;3162100;26195917;2084401;0;0;1;FALSO;worker;2025-7-10, 10:41;10/07/2025
35418093;3162100;26199018;4443314;0;0;1;FALSO;worker;2025-7-10, 15:20;10/07/2025
35407021;3162100;26200239;4284168;0;0;8;FALSO;worker;2025-7-9, 19:33;09/07/2025
35407166;3162106;26191886;9772555;0;0;1;FALSO;worker;2025-7-9, 19:49;09/07/2025
35407812;3162106;26192340;3170734;4;0;4;FALSO;worker;2025-7-9, 20:42;09/07/2025
35409202;3162106;26193340;1995880;1;0;1;FALSO;worker;2025-7-9, 23:03;09/07/2025
35409268;3162106;26193382;1378023;1;0;1;FALSO;worker;2025-7-9, 23:11;09/07/2025
35409910;3162106;26193839;8965749;1;0;1;FALSO;worker;2025-7-10, 01:05;10/07/2025
35410177;3162106;26194013;2233095;1;0;1;FALSO;worker;2025-7-10, 02:54;10/07/2025
35412611;3162106;26195518;231205;1;0;1;FALSO;worker;2025-7-10, 10:05;10/07/2025
35414607;3162106;26196764;3804295;1;0;1;FALSO;worker;2025-7-10, 11:57;10/07/2025
35419980;3162106;26200324;688720;1;0;1;FALSO;worker;2025-7-10, 17:11;10/07/2025
35434387;3162106;26209970;5830050;1;0;1;FALSO;worker;2025-7-11, 19:56;11/07/2025
35407229;3162123;26191941;7300348;0;0;17;VERDADEIRO;worker;2025-7-9, 19:57;09/07/2025
35407580;3162123;26192160;7284656;0;0;1;FALSO;worker;2025-7-9, 20:21;09/07/2025
35409521;3162123;26193559;6442566;0;0;0;FALSO;worker;2025-7-9, 23:39;09/07/2025
35410916;3162123;26194467;3047161;0;0;1;FALSO;worker;2025-7-10, 07:27;10/07/2025
35410995;3162123;26194510;2842906;0;0;0;FALSO;worker;2025-7-10, 07:45;10/07/2025
35411351;3162123;26194709;7019439;0;0;1;FALSO;worker;2025-7-10, 08:30;10/07/2025
35413645;3162123;26196173;9205571;0;0;2;FALSO;worker;2025-7-10, 11:02;10/07/2025
35413953;3162123;26196371;4179775;0;0;1;FALSO;worker;2025-7-10, 11:22;10/07/2025
35417039;3162123;26198345;8673294;0;0;1;FALSO;worker;2025-7-10, 14:24;10/07/2025
35407771;3162124;26192310;683219;0;0;1;FALSO;worker;2025-7-9, 20:37;09/07/2025
35411981;3162124;26195102;1302379;1;0;1;FALSO;worker;2025-7-10, 09:22;10/07/2025
35407284;3162138;26192073;8804130;1;0;1;FALSO;worker;2025-7-9, 20:01;09/07/2025
35407281;3162138;26192096;4352926;1;0;1;FALSO;worker;2025-7-9, 20:01;09/07/2025
35407958;3162138;26192443;9897574;1;0;1;FALSO;worker;2025-7-9, 20:55;09/07/2025
35408050;3162138;26192519;7142118;1;0;1;FALSO;worker;2025-7-9, 21:07;09/07/2025
35408171;3162138;26192622;10467739;1;0;1;FALSO;worker;2025-7-9, 21:20;09/07/2025
35408236;3162138;26192669;4198204;1;0;1;FALSO;worker;2025-7-9, 21:27;09/07/2025
35408495;3162138;26192844;9663527;1;0;1;FALSO;worker;2025-7-9, 21:54;09/07/2025
35408705;3162138;26192998;123702;1;0;1;FALSO;worker;2025-7-9, 22:13;09/07/2025
35409255;3162138;26193376;1378023;1;0;1;FALSO;worker;2025-7-9, 23:10;09/07/2025
35409477;3162138;26193525;10145186;2;0;2;FALSO;worker;2025-7-9, 23:32;09/07/2025
35409495;3162138;26193543;4464774;1;0;1;FALSO;worker;2025-7-9, 23:35;09/07/2025
35410193;3162138;26194027;10141021;2;0;2;FALSO;worker;2025-7-10, 03:06;10/07/2025
35410442;3162138;26194150;4075081;1;0;1;FALSO;worker;2025-7-10, 04:23;10/07/2025
35412811;3162138;26195650;8507035;1;0;1;FALSO;worker;2025-7-10, 10:18;10/07/2025
35415768;3162138;26197508;1885273;1;0;1;FALSO;worker;2025-7-10, 13:11;10/07/2025
35415942;3162138;26197642;5414616;1;0;1;FALSO;worker;2025-7-10, 13:23;10/07/2025
35417385;3162138;26198559;215855;1;0;1;FALSO;worker;2025-7-10, 14:42;10/07/2025
35423056;3162138;26202496;6777594;1;0;1;FALSO;worker;2025-7-10, 21:27;10/07/2025
35463473;3162138;26229737;5008281;1;0;1;FALSO;worker;2025-7-14, 17:44;14/07/2025
35482108;3162138;26242869;8953816;1;0;1;FALSO;worker;2025-7-15, 20:46;15/07/2025
35407628;3162146;26192196;2399894;0;0;1;FALSO;worker;2025-7-9, 20:25;09/07/2025
35410084;3162146;26193964;2474864;0;0;1;FALSO;worker;2025-7-10, 02:11;10/07/2025
35412430;3162146;26195391;416509;0;0;1;FALSO;worker;2025-7-10, 09:53;10/07/2025
35413035;3162146;26195761;6994986;0;0;1;FALSO;worker;2025-7-10, 10:28;10/07/2025
35413044;3162146;26195763;7014530;0;0;1;FALSO;worker;2025-7-10, 10:28;10/07/2025
35418497;3162146;26199287;4850452;0;0;1;FALSO;worker;2025-7-10, 15:42;10/07/2025
35423272;3162146;26202630;6391387;0;0;1;FALSO;worker;2025-7-10, 21:50;10/07/2025
35424335;3162146;26203301;9823844;0;0;1;FALSO;worker;2025-7-11, 00:17;11/07/2025
35435856;3162146;26211016;1726098;0;0;1;FALSO;worker;2025-7-12, 00:11;12/07/2025
35440161;3162146;26213821;7168189;0;0;1;FALSO;worker;2025-7-12, 15:49;12/07/2025
35408496;3162146;26213913;269869;0;0;46;FALSO;employer;2025-7-9, 21:54;09/07/2025
35408504;3162160;26192851;7629635;0;0;1;FALSO;worker;2025-7-9, 21:54;09/07/2025
35408525;3162160;26192870;8195231;0;0;1;FALSO;worker;2025-7-9, 21:56;09/07/2025
35410079;3162160;26193961;5089261;0;0;1;FALSO;worker;2025-7-10, 02:10;10/07/2025
35411932;3162160;26195072;9630656;0;0;1;FALSO;worker;2025-7-10, 09:19;10/07/2025
35416199;3162160;26197809;433374;0;0;6;FALSO;worker;2025-7-10, 13:38;10/07/2025
35425931;3162160;26204405;8067154;0;0;1;FALSO;worker;2025-7-11, 09:05;11/07/2025
35426357;3162160;26204695;3463451;0;0;1;FALSO;worker;2025-7-11, 09:36;11/07/2025
35434335;3162160;26209935;7195983;0;0;1;FALSO;worker;2025-7-11, 19:49;11/07/2025
35442155;3162160;26215187;4910948;0;0;1;FALSO;worker;2025-7-12, 21:06;12/07/2025
35453319;3162160;26222805;8541639;0;0;1;FALSO;worker;2025-7-14, 10:06;14/07/2025
35467110;3162160;26242802;9200137;0;0;2;FALSO;worker;2025-7-14, 22:09;14/07/2025
35473966;3162163;26237170;9957842;0;0;1;FALSO;worker;2025-7-15, 12:28;15/07/2025
35481273;3162163;26242256;5851134;0;0;3;FALSO;worker;2025-7-15, 19:40;15/07/2025
35407686;3162164;26192238;9994610;0;0;3;FALSO;worker;2025-7-9, 20:30;09/07/2025
35407674;3162164;26193869;10402078;0;0;510;FALSO;employer;2025-7-9, 20:29;09/07/2025
35408314;3162179;26192713;7708307;0;0;5;VERDADEIRO;worker;2025-7-9, 21:35;09/07/2025
35409435;3162179;26193501;6442566;0;0;0;VERDADEIRO;worker;2025-7-9, 23:26;09/07/2025
35411731;3162179;26194926;2910381;0;0;1;FALSO;worker;2025-7-10, 09:02;10/07/2025
35411859;3162179;26195021;10437159;0;0;1;FALSO;worker;2025-7-10, 09:14;10/07/2025
35412143;3162179;26195222;7284656;0;0;1;FALSO;worker;2025-7-10, 09:33;10/07/2025
35415896;3162179;26197608;10653904;0;0;2;FALSO;worker;2025-7-10, 13:20;10/07/2025
35435925;3162179;26211063;9229841;1;0;1;FALSO;worker;2025-7-12, 00:30;12/07/2025
35442936;3162179;26215783;6145521;1;0;1;FALSO;worker;2025-7-13, 00:37;13/07/2025
35447070;3162179;26218392;5606363;0;0;3;FALSO;worker;2025-7-13, 17:27;13/07/2025
35407929;3162183;26192414;7300348;0;0;148;VERDADEIRO;employer;2025-7-9, 20:52;09/07/2025
35462471;3162183;26229078;7063204;0;0;8;FALSO;worker;2025-7-14, 16:57;14/07/2025
35462736;3162183;26229285;9808652;0;0;3;FALSO;worker;2025-7-14, 17:10;14/07/2025
35463368;3162183;26229682;1302379;0;0;1;FALSO;worker;2025-7-14, 17:40;14/07/2025
35464110;3162183;26230148;10069746;0;0;1;FALSO;worker;2025-7-14, 18:21;14/07/2025
35466159;3162183;26231651;9859091;0;0;1;FALSO;worker;2025-7-14, 20:46;14/07/2025
35408630;3162188;26192941;10443087;0;0;1;FALSO;worker;2025-7-9, 22:06;09/07/2025
35408715;3162188;26193005;3542012;0;0;2;FALSO;worker;2025-7-9, 22:13;09/07/2025
35408717;3162188;26193007;9900832;0;0;2;FALSO;worker;2025-7-9, 22:13;09/07/2025
35408965;3162188;26193166;30666;0;0;22;FALSO;worker;2025-7-9, 22:35;09/07/2025
35409085;3162188;26193255;10509226;0;0;1;FALSO;worker;2025-7-9, 22:48;09/07/2025
35411193;3162188;26194617;9205571;0;0;3;FALSO;worker;2025-7-10, 08:13;10/07/2025
35414092;3162188;26196471;9239469;0;0;40;FALSO;worker;2025-7-10, 11:30;10/07/2025
35415810;3162188;26197540;275721;0;0;1;FALSO;worker;2025-7-10, 13:14;10/07/2025
35415813;3162188;26197543;4133020;0;0;1;FALSO;worker;2025-7-10, 13:14;10/07/2025
35416211;3162188;26197819;643507;0;0;1;FALSO;worker;2025-7-10, 13:39;10/07/2025
35429655;3162188;26206802;694616;2;0;3;FALSO;worker;2025-7-11, 13:24;11/07/2025
35439379;3162188;26213266;655909;0;0;10;FALSO;worker;2025-7-12, 14:09;12/07/2025
35440291;3162188;26213923;287064;0;0;1;FALSO;worker;2025-7-12, 16:08;12/07/2025
35408107;3162188;26327156;4757945;0;0;42;FALSO;worker;2025-7-9, 21:14;09/07/2025
35408258;3162190;26192679;7509543;1;0;1;FALSO;worker;2025-7-9, 21:30;09/07/2025
35408678;3162190;26192972;3542012;2;0;2;FALSO;worker;2025-7-9, 22:10;09/07/2025
35409122;3162190;26193285;10514592;1;0;1;FALSO;worker;2025-7-9, 22:53;09/07/2025
35411167;3162190;26194603;9205571;4;0;4;FALSO;worker;2025-7-10, 08:10;10/07/2025
35411839;3162190;26195006;4601036;1;0;1;FALSO;worker;2025-7-10, 09:13;10/07/2025
35436606;3162190;26211493;3047161;1;0;1;FALSO;worker;2025-7-12, 07:32;12/07/2025
35408539;3162198;26192879;9679009;0;0;4;FALSO;worker;2025-7-9, 21:57;09/07/2025
35409756;3162198;26193708;2441486;0;0;1;FALSO;worker;2025-7-10, 00:23;10/07/2025
35409900;3162198;26193828;4581049;0;2;89;FALSO;employer;2025-7-10, 01:00;10/07/2025
35410008;3162198;26193915;4023614;0;0;1;FALSO;worker;2025-7-10, 01:46;10/07/2025
35411129;3162198;26194589;5871274;0;0;1;FALSO;worker;2025-7-10, 08:07;10/07/2025
35412919;3162198;26195708;5445509;0;0;1;FALSO;worker;2025-7-10, 10:23;10/07/2025
35418467;3162198;26199264;1070702;1;0;1;FALSO;worker;2025-7-10, 15:40;10/07/2025
35461607;3162198;26228452;879106;0;0;1;FALSO;worker;2025-7-14, 16:15;14/07/2025
35408466;3162203;26192825;9968154;0;0;1;FALSO;worker;2025-7-9, 21:51;09/07/2025
35408472;3162203;26192830;7462391;2;0;7;FALSO;worker;2025-7-9, 21:52;09/07/2025
35408682;3162203;26192976;9900832;0;0;17;FALSO;worker;2025-7-9, 22:10;09/07/2025
35408650;3162227;26192955;10337695;0;0;1;FALSO;worker;2025-7-9, 22:08;09/07/2025
35416435;3162227;26197953;3988936;0;0;3;FALSO;worker;2025-7-10, 13:51;10/07/2025
35417709;3162227;26198764;456513;0;0;5;VERDADEIRO;worker;2025-7-10, 14:59;10/07/2025
35418197;3162227;26199089;275721;0;0;1;FALSO;worker;2025-7-10, 15:26;10/07/2025
35419417;3162227;26199948;1664275;1;0;2;FALSO;worker;2025-7-10, 16:35;10/07/2025
35444399;3162227;26216634;3542012;0;0;2;FALSO;worker;2025-7-13, 10:52;13/07/2025
35444445;3162227;26216673;6493355;0;0;5;FALSO;worker;2025-7-13, 11:00;13/07/2025
35445302;3162227;26217248;30666;0;0;3;FALSO;worker;2025-7-13, 13:08;13/07/2025
35445355;3162227;26217282;4180497;2;0;4;FALSO;worker;2025-7-13, 13:15;13/07/2025
35445603;3162227;26217450;9372283;0;0;3;VERDADEIRO;worker;2025-7-13, 13:50;13/07/2025
35409426;3162227;26217521;2632540;2;0;3;FALSO;worker;2025-7-9, 23:25;09/07/2025
35446174;3162227;26217851;4481591;0;0;5;VERDADEIRO;worker;2025-7-13, 15:19;13/07/2025
35463053;3162227;26229500;2873151;0;0;8;VERDADEIRO;worker;2025-7-14, 17:27;14/07/2025
35409456;3162229;26193510;4679457;0;0;1;FALSO;worker;2025-7-9, 23:29;09/07/2025
35409666;3162229;26193652;7997711;0;0;1;FALSO;worker;2025-7-10, 00:05;10/07/2025
35413988;3162229;26196397;5445036;0;0;1;FALSO;worker;2025-7-10, 11:24;10/07/2025
35414318;3162229;26196592;2849924;0;0;1;FALSO;worker;2025-7-10, 11:43;10/07/2025
35415816;3162229;26197546;9557378;1;0;1;FALSO;worker;2025-7-10, 13:14;10/07/2025
35418227;3162229;26199108;10544580;2;0;2;FALSO;worker;2025-7-10, 15:27;10/07/2025
35418300;3162229;26199154;10465897;1;0;1;FALSO;worker;2025-7-10, 15:30;10/07/2025
35423603;3162229;26202853;3672269;1;0;1;FALSO;worker;2025-7-10, 22:35;10/07/2025
35426096;3162229;26204509;8659182;1;0;1;FALSO;worker;2025-7-11, 09:19;11/07/2025
35429082;3162229;26206490;5138654;5;0;5;FALSO;worker;2025-7-11, 12:47;11/07/2025
35437168;3162229;26211848;8195231;1;0;1;FALSO;worker;2025-7-12, 09:46;12/07/2025
35444402;3162229;26216637;1749174;1;0;1;FALSO;worker;2025-7-13, 10:53;13/07/2025
35445133;3162229;26217145;429089;1;0;1;FALSO;worker;2025-7-13, 12:48;13/07/2025
35456455;3162229;26225042;10435314;2;0;2;FALSO;worker;2025-7-14, 12:15;14/07/2025
35408934;3162246;26193147;8358860;2;0;11;FALSO;worker;2025-7-9, 22:32;09/07/2025
35419774;3162246;26200209;688720;0;0;1;FALSO;worker;2025-7-10, 16:58;10/07/2025
35423089;3162246;26202514;4906590;0;0;2;FALSO;worker;2025-7-10, 21:30;10/07/2025
35439584;3162246;26213440;4630998;0;0;2;FALSO;worker;2025-7-12, 14:38;12/07/2025
35408753;3162248;26193678;483459;0;0;1;FALSO;worker;2025-7-9, 22:17;09/07/2025
35409915;3162248;26193844;8965749;0;1;2;FALSO;employer;2025-7-10, 01:07;10/07/2025
35408746;3162248;26194073;117966;0;0;4;FALSO;worker;2025-7-9, 22:17;09/07/2025
35412073;3162248;26195165;9307655;0;0;16;FALSO;worker;2025-7-10, 09:29;10/07/2025
35412441;3162248;26195400;231205;0;0;1;FALSO;worker;2025-7-10, 09:54;10/07/2025
35412546;3162248;26195467;5769519;0;0;4;FALSO;worker;2025-7-10, 10:01;10/07/2025
35412792;3162248;26195638;4100145;0;0;1;FALSO;worker;2025-7-10, 10:16;10/07/2025
35414252;3162248;26196570;164773;0;0;3;FALSO;worker;2025-7-10, 11:40;10/07/2025
35422124;3162248;26201813;3088443;0;0;24;FALSO;worker;2025-7-10, 19:54;10/07/2025
35422280;3162248;26201922;4464774;0;0;1;FALSO;worker;2025-7-10, 20:10;10/07/2025
35409356;3162248;26213986;6856981;0;0;184;FALSO;worker;2025-7-9, 23:18;09/07/2025
35440558;3162248;26214086;2056579;0;0;1;FALSO;worker;2025-7-12, 16:43;12/07/2025
35409096;3162266;26193263;7501011;0;0;3;FALSO;worker;2025-7-9, 22:50;09/07/2025
35409172;3162266;26193324;7569649;1;0;1;FALSO;worker;2025-7-9, 22:59;09/07/2025
35409374;3162266;26193463;9774223;1;0;1;FALSO;worker;2025-7-9, 23:20;09/07/2025
35409641;3162266;26193639;8908794;1;0;1;FALSO;worker;2025-7-10, 00:01;10/07/2025
35409809;3162266;26193752;7960518;5;0;5;FALSO;worker;2025-7-10, 00:35;10/07/2025
35410009;3162266;26193916;9146709;2;0;2;FALSO;worker;2025-7-10, 01:46;10/07/2025
35410227;3162266;26194044;3421328;1;0;1;FALSO;worker;2025-7-10, 03:23;10/07/2025
35410237;3162266;26194053;10587968;1;0;1;FALSO;worker;2025-7-10, 03:27;10/07/2025
35410523;3162266;26194213;5074324;1;0;1;FALSO;worker;2025-7-10, 05:02;10/07/2025
35410573;3162266;26194243;3477120;1;0;1;FALSO;worker;2025-7-10, 05:41;10/07/2025
35411138;3162266;26194594;9702960;1;0;1;FALSO;worker;2025-7-10, 08:08;10/07/2025
35411178;3162266;26194608;126707;1;0;1;FALSO;worker;2025-7-10, 08:11;10/07/2025
35411184;3162266;26194613;419380;1;0;1;FALSO;worker;2025-7-10, 08:11;10/07/2025
35411211;3162266;26194634;10627360;1;0;1;FALSO;worker;2025-7-10, 08:16;10/07/2025
35411469;3162266;26194790;5320475;11;0;11;FALSO;worker;2025-7-10, 08:41;10/07/2025
35411980;3162266;26195101;2161288;1;0;1;FALSO;worker;2025-7-10, 09:22;10/07/2025
35412602;3162266;26195513;1302379;1;0;1;FALSO;worker;2025-7-10, 10:04;10/07/2025
35412978;3162266;26195738;7541539;1;0;1;FALSO;worker;2025-7-10, 10:25;10/07/2025
35413685;3162266;26196198;10048596;1;0;1;FALSO;worker;2025-7-10, 11:04;10/07/2025
35413769;3162266;26196252;10107704;2;0;2;FALSO;worker;2025-7-10, 11:11;10/07/2025
35415494;3162266;26197331;10649130;2;0;2;FALSO;worker;2025-7-10, 12:51;10/07/2025
35421721;3162266;26201523;5571979;1;0;1;FALSO;worker;2025-7-10, 19:17;10/07/2025
35426152;3162266;26204546;10267409;1;0;1;FALSO;worker;2025-7-11, 09:22;11/07/2025
35429075;3162266;26206483;6222776;1;0;1;FALSO;worker;2025-7-11, 12:46;11/07/2025
35461518;3162266;26228421;879106;2;0;2;FALSO;worker;2025-7-14, 16:10;14/07/2025
35469487;3162266;26234033;10665415;1;0;1;FALSO;worker;2025-7-15, 07:18;15/07/2025
35409633;3162274;26193632;3908734;1;0;1;FALSO;worker;2025-7-9, 23:57;09/07/2025
35410588;3162274;26194253;9770858;1;0;1;FALSO;worker;2025-7-10, 05:50;10/07/2025
35411333;3162274;26194716;3659442;2;0;2;FALSO;worker;2025-7-10, 08:28;10/07/2025
35411599;3162274;26194859;9205571;3;0;3;FALSO;worker;2025-7-10, 08:52;10/07/2025
35412054;3162274;26195154;7284656;1;0;1;FALSO;worker;2025-7-10, 09:28;10/07/2025
35428077;3162274;26205806;10333024;1;0;1;FALSO;worker;2025-7-11, 11:35;11/07/2025
35438039;3162274;26212383;5606363;33;0;33;FALSO;worker;2025-7-12, 11:28;12/07/2025
35411780;3162280;26194957;10392056;0;0;0;FALSO;worker;2025-7-10, 09:07;10/07/2025
35430636;3162281;26207452;7869652;0;0;1;FALSO;worker;2025-7-11, 14:34;11/07/2025
35410880;3162282;26194445;8116420;0;0;1;FALSO;worker;2025-7-10, 07:20;10/07/2025
35412740;3162282;26195606;596394;0;0;1;FALSO;worker;2025-7-10, 10:13;10/07/2025
35409248;3162284;26193374;10304938;0;0;1;FALSO;worker;2025-7-9, 23:09;09/07/2025
35411682;3162284;26194903;8474576;0;0;1;FALSO;worker;2025-7-10, 08:58;10/07/2025
35411941;3162284;26195078;10392056;0;0;0;FALSO;worker;2025-7-10, 09:19;10/07/2025
35412034;3162284;26195134;7629635;0;0;1;FALSO;worker;2025-7-10, 09:26;10/07/2025
